,ETH→SOL_n,SOL→ETH_n,ETH→SOL_pnl,SOL→ETH_pnl,n_total,pnl_total,pnl_cumulative
2026-02-18,39.0,31.0,112.108202,51.6184,70.0,163.726602,-2009240.9966639997
2026-02-19,21.0,28.0,77.635582,64.488534,49.0,142.12411600000001,-2009098.8725479997
2026-02-20,33.0,18.0,105.389311,212.738611,51.0,318.127922,-2008780.7446259998
2026-02-21,21.0,11.0,31.572784,109.965403,32.0,141.538187,-2008639.2064389999
2026-02-22,13.0,29.0,36.901329000000004,21.916347000000002,42.0,58.817676000000006,-2008580.3887629998
2026-02-23,28.0,51.0,75.92158,56.186029,79.0,132.107609,-2008448.2811539997
2026-02-24,37.0,34.0,145.505553,42.697839,71.0,188.203392,-2008260.0777619998
2026-02-25,58.0,52.0,174.787182,96.314238,110.0,271.10142,-2007988.9763419998
2026-02-26,34.0,49.0,66.268204,176.957822,83.0,243.226026,-2007745.7503159998
2026-02-27,51.0,28.0,166.09900299999998,93.7931,79.0,259.89210299999996,-2007485.8582129998
2026-02-28,47.0,60.0,70.203198,487.79939,107.0,558.0025880000001,-2006927.8556249999
2026-03-01,31.0,30.0,38.757938,123.406561,61.0,162.164499,-2006765.691126
2026-03-02,23.0,34.0,39.865878,104.514776,57.0,144.380654,-2006621.310472
2026-03-03,32.0,48.0,25.758127,73.196454,80.0,98.954581,-2006522.355891
2026-03-04,41.0,79.0,178.11112699999998,106.20735,120.0,284.318477,-2006238.037414
2026-03-05,37.0,42.0,111.29619199999999,151.013386,79.0,262.309578,-2005975.7278359998
2026-03-06,38.0,53.0,-251.71765400000004,242.006655,91.0,-9.710999000000044,-2005985.4388349997
2026-03-07,27.0,50.0,32.150462,187.523347,77.0,219.673809,-2005765.7650259996
2026-03-08,45.0,51.0,4.492734999999997,189.296292,96.0,193.789027,-2005571.9759989996
2026-03-09,26.0,31.0,35.398007,73.43059,57.0,108.828597,-2005463.1474019994
2026-03-10,31.0,55.0,22.297104,140.507757,86.0,162.804861,-2005300.3425409994
2026-03-11,22.0,25.0,-12.950203999999992,61.491094000000004,47.0,48.54089000000001,-2005251.8016509993
2026-03-12,25.0,35.0,-11.682355999999999,-184.495124,60.0,-196.17748,-2005447.9791309994
2026-03-13,35.0,37.0,39.885729,128.423464,72.0,168.309193,-2005279.6699379995
2026-03-14,18.0,36.0,-363.790297,390.156927,54.0,26.366629999999986,-2005253.3033079994
2026-03-15,27.0,35.0,8.978271,135.089859,62.0,144.06813,-2005109.2351779994
2026-03-16,29.0,50.0,96.045631,145.567292,79.0,241.61292300000002,-2004867.6222549994
2026-03-17,30.0,41.0,58.777046,-10.180198999999995,71.0,48.596847000000004,-2004819.0254079993
2026-03-18,29.0,34.0,37.944913,132.941609,63.0,170.886522,-2004648.1388859993
2026-03-19,64.0,27.0,163.820511,-32.657017,91.0,131.16349400000001,-2004516.9753919994
2026-03-20,22.0,17.0,-163.724404,49.640285000000006,39.0,-114.08411899999999,-2004631.0595109994
2026-03-21,25.0,24.0,3.8918409999999994,-67.67687600000001,49.0,-63.78503500000001,-2004694.8445459993
2026-03-22,38.0,43.0,96.302357,395.16058100000004,81.0,491.462938,-2004203.3816079993
2026-03-23,41.0,46.0,192.429071,241.86996299999998,87.0,434.299034,-2003769.0825739994
2026-03-24,32.0,21.0,25.962922,92.09751800000001,53.0,118.06044,-2003651.0221339995
2026-03-25,63.0,45.0,1399.598783,2024.0615930000001,108.0,3423.660376,-2000227.3617579995
2026-03-26,26.0,60.0,97.741627,86.09969600000001,86.0,183.841323,-2000043.5204349996
2026-03-27,42.0,47.0,86.386392,398.547438,89.0,484.93383,-1999558.5866049996
2026-03-28,24.0,71.0,55.578331,113.475366,95.0,169.053697,-1999389.5329079996
2026-03-29,32.0,33.0,44.71575,-7.2293210000000006,65.0,37.486429,-1999352.0464789995
2026-03-30,20.0,35.0,42.434349,62.72301,55.0,105.157359,-1999246.8891199995
2026-03-31,23.0,64.0,40.034947,95.517459,87.0,135.55240600000002,-1999111.3367139995
2026-04-01,44.0,120.0,-1.0548839999999982,413.865522,164.0,412.810638,-1998698.5260759995
2026-04-02,48.0,40.0,48.170010999999995,-37.371897000000004,88.0,10.798113999999991,-1998687.7279619996
2026-04-03,34.0,55.0,50.247869,128.296717,89.0,178.544586,-1998509.1833759996
2026-04-04,19.0,13.0,17.222072,22.374912000000002,32.0,39.596984000000006,-1998469.5863919996
2026-04-05,17.0,32.0,17.270463,5.135303999999999,49.0,22.405766999999997,-1998447.1806249996
2026-04-06,28.0,54.0,-123.98958499999999,107.34416,82.0,-16.64542499999999,-1998463.8260499996
2026-04-07,36.0,64.0,80.050398,96.378906,100.0,176.429304,-1998287.3967459996
2026-04-08,36.0,56.0,25.435375999999998,96.475928,92.0,121.911304,-1998165.4854419995
2026-04-09,52.0,59.0,107.387594,79.015383,111.0,186.40297700000002,-1997979.0824649995
2026-04-10,60.0,89.0,72.744864,180.889187,149.0,253.634051,-1997725.4484139995
2026-04-11,20.0,34.0,32.725607,63.472051,54.0,96.19765799999999,-1997629.2507559995
2026-04-12,28.0,0.0,59.023688,0.0,28.0,59.023688,-1997570.2270679995
2026-04-13,28.0,0.0,90.00743899999999,0.0,28.0,90.00743899999999,-1997480.2196289995
2026-04-14,12.0,0.0,31.895096,0.0,12.0,31.895096,-1997448.3245329994
